Entry_ID,State Patient Number,Date Announced,Age Bracket,Gender,Detected City,Detected District,Detected State,State code,Num Cases,Current Status,Contracted from which Patient (Suspected),Notes,Source_1,Source_2,Source_3,Nationality,Type of transmission,Status Change Date,Patient Number
376515,,13/11/2020,,,,Thiruvananthapuram,Kerala,KL,727,Recovered,,,,,,,,,
376516,,13/11/2020,,,,Kollam,Kerala,KL,613,Recovered,,,,,,,,,
376517,,13/11/2020,,,,Pathanamthitta,Kerala,KL,89,Recovered,,,,,,,,,
376518,,13/11/2020,,,,Alappuzha,Kerala,KL,415,Recovered,,,,,,,,,
376519,,13/11/2020,,,,Kottayam,Kerala,KL,317,Recovered,,,,,,,,,
376520,,13/11/2020,,,,Idukki,Kerala,KL,78,Recovered,,,,,,,,,
376521,,13/11/2020,,,,Ernakulam,Kerala,KL,707,Recovered,,,,,,,,,
376522,,13/11/2020,,,,Thrissur,Kerala,KL,866,Recovered,,,,,,,,,
376523,,13/11/2020,,,,Palakkad,Kerala,KL,338,Recovered,,,,,,,,,
376524,,13/11/2020,,,,Malappuram,Kerala,KL,522,Recovered,,,,,,,,,
376525,,13/11/2020,,,,Kozhikode,Kerala,KL,781,Recovered,,,,,,,,,
376526,,13/11/2020,,,,Wayanad,Kerala,KL,160,Recovered,,,,,,,,,
376527,,13/11/2020,,,,Kannur,Kerala,KL,431,Recovered,,,,,,,,,
376528,,13/11/2020,,,,Kasaragod,Kerala,KL,157,Recovered,,,,,,,,,
376529,,13/11/2020,,,,,,,,,,,,,,,,,
376530,,13/11/2020,,,,,,,,,,,,,,,,,
376531,,13/11/2020,,,,,,,,,,,,,,,,,
376532,,13/11/2020,,,,,,,,,,,,,,,,,
376533,,13/11/2020,,,,,,,,,,,,,,,,,
376534,,13/11/2020,,,,,,,,,,,,,,,,,
376535,,13/11/2020,,,,,,,,,,,,,,,,,
376536,,13/11/2020,,,,,,,,,,,,,,,,,
376537,,13/11/2020,,,,,,,,,,,,,,,,,
376538,,13/11/2020,,,,,,,,,,,,,,,,,
376539,,13/11/2020,,,,,,,,,,,,,,,,,
376540,,13/11/2020,,,,,,,,,,,,,,,,,
376541,,13/11/2020,,,,,,,,,,,,,,,,,
376542,,13/11/2020,,,,,,,,,,,,,,,,,
376543,,13/11/2020,,,,,,,,,,,,,,,,,
376544,,13/11/2020,,,,,,,,,,,,,,,,,
376545,,13/11/2020,,,,,,,,,,,,,,,,,
376546,,13/11/2020,,,,,,,,,,,,,,,,,
376547,,13/11/2020,,,,,,,,,,,,,,,,,
376548,,13/11/2020,,,,,,,,,,,,,,,,,
376549,,13/11/2020,,,,,,,,,,,,,,,,,
376550,,13/11/2020,,,,,,,,,,,,,,,,,
376551,,13/11/2020,,,,,,,,,,,,,,,,,
376552,,13/11/2020,,,,,,,,,,,,,,,,,
376553,,13/11/2020,,,,,,,,,,,,,,,,,
376554,,13/11/2020,,,,,,,,,,,,,,,,,
376555,,13/11/2020,,,,,,,,,,,,,,,,,
376556,,13/11/2020,,,,,,,,,,,,,,,,,
376557,,13/11/2020,,,,,,,,,,,,,,,,,
376558,,13/11/2020,,,,,,,,,,,,,,,,,
376559,,13/11/2020,,,,,,,,,,,,,,,,,
376560,,13/11/2020,,,,,,,,,,,,,,,,,
376561,,13/11/2020,,,,,,,,,,,,,,,,,
376562,,13/11/2020,,,,,,,,,,,,,,,,,
376563,,13/11/2020,,,,,,,,,,,,,,,,,
376564,,13/11/2020,,,,,,,,,,,,,,,,,
376565,,13/11/2020,,,,,,,,,,,,,,,,,
376566,,13/11/2020,,,,,,,,,,,,,,,,,
376567,,13/11/2020,,,,,,,,,,,,,,,,,
376568,,13/11/2020,,,,,,,,,,,,,,,,,
376569,,13/11/2020,,,,,,,,,,,,,,,,,
376570,,13/11/2020,,,,,,,,,,,,,,,,,
376571,,13/11/2020,,,,,,,,,,,,,,,,,
376572,,13/11/2020,,,,,,,,,,,,,,,,,
376573,,13/11/2020,,,,,,,,,,,,,,,,,
376574,,13/11/2020,,,,,,,,,,,,,,,,,
376575,,13/11/2020,,,,,,,,,,,,,,,,,
376576,,13/11/2020,,,,,,,,,,,,,,,,,
376577,,13/11/2020,,,,,,,,,,,,,,,,,
376578,,13/11/2020,,,,,,,,,,,,,,,,,
376579,,13/11/2020,,,,,,,,,,,,,,,,,
376580,,13/11/2020,,,,,,,,,,,,,,,,,
376581,,13/11/2020,,,,,,,,,,,,,,,,,
376582,,13/11/2020,,,,,,,,,,,,,,,,,
376583,,13/11/2020,,,,,,,,,,,,,,,,,
376584,,13/11/2020,,,,,,,,,,,,,,,,,
376585,,13/11/2020,,,,,,,,,,,,,,,,,
376586,,13/11/2020,,,,,,,,,,,,,,,,,
376587,,13/11/2020,,,,,,,,,,,,,,,,,
376588,,13/11/2020,,,,,,,,,,,,,,,,,
376589,,13/11/2020,,,,,,,,,,,,,,,,,
376590,,13/11/2020,,,,,,,,,,,,,,,,,
376591,,13/11/2020,,,,,,,,,,,,,,,,,
376592,,13/11/2020,,,,,,,,,,,,,,,,,
376593,,13/11/2020,,,,,,,,,,,,,,,,,
376594,,13/11/2020,,,,,,,,,,,,,,,,,
376595,,13/11/2020,,,,,,,,,,,,,,,,,
376596,,13/11/2020,,,,,,,,,,,,,,,,,
376597,,13/11/2020,,,,,,,,,,,,,,,,,
376598,,13/11/2020,,,,,,,,,,,,,,,,,
376599,,13/11/2020,,,,,,,,,,,,,,,,,
376600,,13/11/2020,,,,,,,,,,,,,,,,,
376601,,13/11/2020,,,,,,,,,,,,,,,,,
376602,,13/11/2020,,,,,,,,,,,,,,,,,
376603,,13/11/2020,,,,,,,,,,,,,,,,,
376604,,13/11/2020,,,,,,,,,,,,,,,,,
376605,,13/11/2020,,,,,,,,,,,,,,,,,
376606,,13/11/2020,,,,,,,,,,,,,,,,,
376607,,13/11/2020,,,,,,,,,,,,,,,,,
376608,,13/11/2020,,,,,,,,,,,,,,,,,
376609,,13/11/2020,,,,,,,,,,,,,,,,,
376610,,13/11/2020,,,,,,,,,,,,,,,,,
376611,,13/11/2020,,,,,,,,,,,,,,,,,
376612,,13/11/2020,,,,,,,,,,,,,,,,,
376613,,13/11/2020,,,,,,,,,,,,,,,,,
376614,,13/11/2020,,,,,,,,,,,,,,,,,
376615,,13/11/2020,,,,,,,,,,,,,,,,,
376616,,13/11/2020,,,,,,,,,,,,,,,,,
376617,,13/11/2020,,,,,,,,,,,,,,,,,
376618,,13/11/2020,,,,,,,,,,,,,,,,,
376619,,13/11/2020,,,,,,,,,,,,,,,,,
376620,,13/11/2020,,,,,,,,,,,,,,,,,
376621,,13/11/2020,,,,,,,,,,,,,,,,,
376622,,13/11/2020,,,,,,,,,,,,,,,,,
376623,,13/11/2020,,,,,,,,,,,,,,,,,
376624,,13/11/2020,,,,,,,,,,,,,,,,,
376625,,13/11/2020,,,,,,,,,,,,,,,,,
376626,,13/11/2020,,,,,,,,,,,,,,,,,
376627,,13/11/2020,,,,,,,,,,,,,,,,,
376628,,13/11/2020,,,,,,,,,,,,,,,,,
376629,,13/11/2020,,,,,,,,,,,,,,,,,
376630,,13/11/2020,,,,,,,,,,,,,,,,,
376631,,13/11/2020,,,,,,,,,,,,,,,,,
376632,,13/11/2020,,,,,,,,,,,,,,,,,
376633,,13/11/2020,,,,,,,,,,,,,,,,,
376634,,13/11/2020,,,,,,,,,,,,,,,,,
376635,,13/11/2020,,,,,,,,,,,,,,,,,
376636,,13/11/2020,,,,,,,,,,,,,,,,,
376637,,13/11/2020,,,,,,,,,,,,,,,,,
376638,,13/11/2020,,,,,,,,,,,,,,,,,
376639,,13/11/2020,,,,,,,,,,,,,,,,,
376640,,13/11/2020,,,,,,,,,,,,,,,,,
376641,,13/11/2020,,,,,,,,,,,,,,,,,
376642,,13/11/2020,,,,,,,,,,,,,,,,,
376643,,13/11/2020,,,,,,,,,,,,,,,,,
376644,,13/11/2020,,,,,,,,,,,,,,,,,
376645,,13/11/2020,,,,,,,,,,,,,,,,,
376646,,13/11/2020,,,,,,,,,,,,,,,,,
376647,,13/11/2020,,,,,,,,,,,,,,,,,
376648,,13/11/2020,,,,,,,,,,,,,,,,,
376649,,13/11/2020,,,,,,,,,,,,,,,,,
376650,,13/11/2020,,,,,,,,,,,,,,,,,
376651,,13/11/2020,,,,,,,,,,,,,,,,,
376652,,13/11/2020,,,,,,,,,,,,,,,,,
376653,,13/11/2020,,,,,,,,,,,,,,,,,
376654,,13/11/2020,,,,,,,,,,,,,,,,,
376655,,13/11/2020,,,,,,,,,,,,,,,,,
376656,,13/11/2020,,,,,,,,,,,,,,,,,
376657,,13/11/2020,,,,,,,,,,,,,,,,,
376658,,13/11/2020,,,,,,,,,,,,,,,,,
376659,,13/11/2020,,,,,,,,,,,,,,,,,
376660,,13/11/2020,,,,,,,,,,,,,,,,,
376661,,13/11/2020,,,,,,,,,,,,,,,,,
376662,,13/11/2020,,,,,,,,,,,,,,,,,
376663,,13/11/2020,,,,,,,,,,,,,,,,,
376664,,13/11/2020,,,,,,,,,,,,,,,,,
376665,,13/11/2020,,,,,,,,,,,,,,,,,
376666,,13/11/2020,,,,,,,,,,,,,,,,,
376667,,13/11/2020,,,,,,,,,,,,,,,,,
376668,,13/11/2020,,,,,,,,,,,,,,,,,
376669,,13/11/2020,,,,,,,,,,,,,,,,,
376670,,13/11/2020,,,,,,,,,,,,,,,,,
376671,,13/11/2020,,,,,,,,,,,,,,,,,
376672,,13/11/2020,,,,,,,,,,,,,,,,,
376673,,13/11/2020,,,,,,,,,,,,,,,,,
376674,,13/11/2020,,,,,,,,,,,,,,,,,
376675,,13/11/2020,,,,,,,,,,,,,,,,,
376676,,13/11/2020,,,,,,,,,,,,,,,,,
376677,,13/11/2020,,,,,,,,,,,,,,,,,
376678,,13/11/2020,,,,,,,,,,,,,,,,,
376679,,13/11/2020,,,,,,,,,,,,,,,,,
376680,,13/11/2020,,,,,,,,,,,,,,,,,
376681,,13/11/2020,,,,,,,,,,,,,,,,,
376682,,13/11/2020,,,,,,,,,,,,,,,,,
376683,,13/11/2020,,,,,,,,,,,,,,,,,
376684,,13/11/2020,,,,,,,,,,,,,,,,,
376685,,13/11/2020,,,,,,,,,,,,,,,,,
376686,,13/11/2020,,,,,,,,,,,,,,,,,
376687,,13/11/2020,,,,,,,,,,,,,,,,,
376688,,13/11/2020,,,,,,,,,,,,,,,,,
376689,,13/11/2020,,,,,,,,,,,,,,,,,
376690,,13/11/2020,,,,,,,,,,,,,,,,,
376691,,13/11/2020,,,,,,,,,,,,,,,,,
376692,,13/11/2020,,,,,,,,,,,,,,,,,
376693,,13/11/2020,,,,,,,,,,,,,,,,,
376694,,13/11/2020,,,,,,,,,,,,,,,,,
376695,,13/11/2020,,,,,,,,,,,,,,,,,
376696,,13/11/2020,,,,,,,,,,,,,,,,,
376697,,13/11/2020,,,,,,,,,,,,,,,,,
376698,,13/11/2020,,,,,,,,,,,,,,,,,
376699,,13/11/2020,,,,,,,,,,,,,,,,,
376700,,13/11/2020,,,,,,,,,,,,,,,,,
376701,,13/11/2020,,,,,,,,,,,,,,,,,
376702,,13/11/2020,,,,,,,,,,,,,,,,,
376703,,13/11/2020,,,,,,,,,,,,,,,,,
376704,,13/11/2020,,,,,,,,,,,,,,,,,
376705,,13/11/2020,,,,,,,,,,,,,,,,,
376706,,13/11/2020,,,,,,,,,,,,,,,,,
376707,,13/11/2020,,,,,,,,,,,,,,,,,
376708,,13/11/2020,,,,,,,,,,,,,,,,,
376709,,13/11/2020,,,,,,,,,,,,,,,,,
376710,,13/11/2020,,,,,,,,,,,,,,,,,
376711,,13/11/2020,,,,,,,,,,,,,,,,,
376712,,13/11/2020,,,,,,,,,,,,,,,,,
376713,,13/11/2020,,,,,,,,,,,,,,,,,
376714,,13/11/2020,,,,,,,,,,,,,,,,,
376715,,13/11/2020,,,,,,,,,,,,,,,,,
376716,,13/11/2020,,,,,,,,,,,,,,,,,
376717,,13/11/2020,,,,,,,,,,,,,,,,,
376718,,13/11/2020,,,,,,,,,,,,,,,,,
376719,,13/11/2020,,,,,,,,,,,,,,,,,
376720,,13/11/2020,,,,,,,,,,,,,,,,,
376721,,13/11/2020,,,,,,,,,,,,,,,,,
376722,,13/11/2020,,,,,,,,,,,,,,,,,
376723,,13/11/2020,,,,,,,,,,,,,,,,,
376724,,13/11/2020,,,,,,,,,,,,,,,,,
376725,,13/11/2020,,,,,,,,,,,,,,,,,
376726,,13/11/2020,,,,,,,,,,,,,,,,,
376727,,13/11/2020,,,,,,,,,,,,,,,,,
376728,,13/11/2020,,,,,,,,,,,,,,,,,
376729,,13/11/2020,,,,,,,,,,,,,,,,,
376730,,13/11/2020,,,,,,,,,,,,,,,,,
376731,,13/11/2020,,,,,,,,,,,,,,,,,
376732,,13/11/2020,,,,,,,,,,,,,,,,,
376733,,13/11/2020,,,,,,,,,,,,,,,,,
376734,,13/11/2020,,,,,,,,,,,,,,,,,
376735,,13/11/2020,,,,,,,,,,,,,,,,,
376736,,13/11/2020,,,,,,,,,,,,,,,,,
376737,,13/11/2020,,,,,,,,,,,,,,,,,
376738,,13/11/2020,,,,,,,,,,,,,,,,,
376739,,13/11/2020,,,,,,,,,,,,,,,,,
376740,,13/11/2020,,,,,,,,,,,,,,,,,
376741,,13/11/2020,,,,,,,,,,,,,,,,,
376742,,13/11/2020,,,,,,,,,,,,,,,,,
376743,,13/11/2020,,,,,,,,,,,,,,,,,
376744,,13/11/2020,,,,,,,,,,,,,,,,,
376745,,13/11/2020,,,,,,,,,,,,,,,,,
376746,,13/11/2020,,,,,,,,,,,,,,,,,
376747,,13/11/2020,,,,,,,,,,,,,,,,,
376748,,13/11/2020,,,,,,,,,,,,,,,,,
376749,,13/11/2020,,,,,,,,,,,,,,,,,
376750,,13/11/2020,,,,,,,,,,,,,,,,,
376751,,13/11/2020,,,,,,,,,,,,,,,,,
376752,,13/11/2020,,,,,,,,,,,,,,,,,
376753,,13/11/2020,,,,,,,,,,,,,,,,,
376754,,13/11/2020,,,,,,,,,,,,,,,,,
376755,,13/11/2020,,,,,,,,,,,,,,,,,
376756,,13/11/2020,,,,,,,,,,,,,,,,,
376757,,13/11/2020,,,,,,,,,,,,,,,,,
376758,,13/11/2020,,,,,,,,,,,,,,,,,
376759,,13/11/2020,,,,,,,,,,,,,,,,,
376760,,13/11/2020,,,,,,,,,,,,,,,,,
376761,,13/11/2020,,,,,,,,,,,,,,,,,
376762,,13/11/2020,,,,,,,,,,,,,,,,,
376763,,13/11/2020,,,,,,,,,,,,,,,,,
376764,,13/11/2020,,,,,,,,,,,,,,,,,
376765,,13/11/2020,,,,,,,,,,,,,,,,,
376766,,13/11/2020,,,,,,,,,,,,,,,,,
376767,,13/11/2020,,,,,,,,,,,,,,,,,
376768,,13/11/2020,,,,,,,,,,,,,,,,,
376769,,13/11/2020,,,,,,,,,,,,,,,,,
376770,,13/11/2020,,,,,,,,,,,,,,,,,
376771,,13/11/2020,,,,,,,,,,,,,,,,,
376772,,13/11/2020,,,,,,,,,,,,,,,,,
376773,,13/11/2020,,,,,,,,,,,,,,,,,
376774,,13/11/2020,,,,,,,,,,,,,,,,,
376775,,13/11/2020,,,,,,,,,,,,,,,,,
376776,,13/11/2020,,,,,,,,,,,,,,,,,
376777,,13/11/2020,,,,,,,,,,,,,,,,,
376778,,13/11/2020,,,,,,,,,,,,,,,,,
376779,,13/11/2020,,,,,,,,,,,,,,,,,
376780,,13/11/2020,,,,,,,,,,,,,,,,,
376781,,13/11/2020,,,,,,,,,,,,,,,,,
376782,,13/11/2020,,,,,,,,,,,,,,,,,
376783,,13/11/2020,,,,,,,,,,,,,,,,,
376784,,13/11/2020,,,,,,,,,,,,,,,,,
376785,,13/11/2020,,,,,,,,,,,,,,,,,
376786,,13/11/2020,,,,,,,,,,,,,,,,,
376787,,13/11/2020,,,,,,,,,,,,,,,,,
376788,,13/11/2020,,,,,,,,,,,,,,,,,
376789,,13/11/2020,,,,,,,,,,,,,,,,,
376790,,13/11/2020,,,,,,,,,,,,,,,,,
376791,,13/11/2020,,,,,,,,,,,,,,,,,
376792,,13/11/2020,,,,,,,,,,,,,,,,,
376793,,13/11/2020,,,,,,,,,,,,,,,,,
376794,,13/11/2020,,,,,,,,,,,,,,,,,
376795,,13/11/2020,,,,,,,,,,,,,,,,,
376796,,13/11/2020,,,,,,,,,,,,,,,,,
376797,,13/11/2020,,,,,,,,,,,,,,,,,
376798,,13/11/2020,,,,,,,,,,,,,,,,,
376799,,13/11/2020,,,,,,,,,,,,,,,,,
376800,,13/11/2020,,,,,,,,,,,,,,,,,
376801,,13/11/2020,,,,,,,,,,,,,,,,,
376802,,13/11/2020,,,,,,,,,,,,,,,,,
376803,,13/11/2020,,,,,,,,,,,,,,,,,
376804,,13/11/2020,,,,,,,,,,,,,,,,,
376805,,13/11/2020,,,,,,,,,,,,,,,,,
376806,,13/11/2020,,,,,,,,,,,,,,,,,
376807,,13/11/2020,,,,,,,,,,,,,,,,,
376808,,13/11/2020,,,,,,,,,,,,,,,,,
376809,,13/11/2020,,,,,,,,,,,,,,,,,
376810,,13/11/2020,,,,,,,,,,,,,,,,,
376811,,13/11/2020,,,,,,,,,,,,,,,,,
376812,,13/11/2020,,,,,,,,,,,,,,,,,
376813,,13/11/2020,,,,,,,,,,,,,,,,,
376814,,13/11/2020,,,,,,,,,,,,,,,,,
376815,,13/11/2020,,,,,,,,,,,,,,,,,
376816,,13/11/2020,,,,,,,,,,,,,,,,,
376817,,13/11/2020,,,,,,,,,,,,,,,,,
376818,,13/11/2020,,,,,,,,,,,,,,,,,
376819,,13/11/2020,,,,,,,,,,,,,,,,,
376820,,13/11/2020,,,,,,,,,,,,,,,,,
376821,,13/11/2020,,,,,,,,,,,,,,,,,
376822,,13/11/2020,,,,,,,,,,,,,,,,,
376823,,13/11/2020,,,,,,,,,,,,,,,,,
376824,,13/11/2020,,,,,,,,,,,,,,,,,
376825,,13/11/2020,,,,,,,,,,,,,,,,,
376826,,13/11/2020,,,,,,,,,,,,,,,,,
376827,,13/11/2020,,,,,,,,,,,,,,,,,
376828,,13/11/2020,,,,,,,,,,,,,,,,,
376829,,13/11/2020,,,,,,,,,,,,,,,,,
376830,,13/11/2020,,,,,,,,,,,,,,,,,
376831,,13/11/2020,,,,,,,,,,,,,,,,,
376832,,13/11/2020,,,,,,,,,,,,,,,,,
376833,,13/11/2020,,,,,,,,,,,,,,,,,
376834,,13/11/2020,,,,,,,,,,,,,,,,,
376835,,13/11/2020,,,,,,,,,,,,,,,,,
376836,,13/11/2020,,,,,,,,,,,,,,,,,
376837,,13/11/2020,,,,,,,,,,,,,,,,,
376838,,13/11/2020,,,,,,,,,,,,,,,,,
376839,,13/11/2020,,,,,,,,,,,,,,,,,
376840,,13/11/2020,,,,,,,,,,,,,,,,,
376841,,13/11/2020,,,,,,,,,,,,,,,,,
376842,,13/11/2020,,,,,,,,,,,,,,,,,
376843,,13/11/2020,,,,,,,,,,,,,,,,,
376844,,13/11/2020,,,,,,,,,,,,,,,,,
376845,,13/11/2020,,,,,,,,,,,,,,,,,
376846,,13/11/2020,,,,,,,,,,,,,,,,,
376847,,13/11/2020,,,,,,,,,,,,,,,,,
376848,,13/11/2020,,,,,,,,,,,,,,,,,
376849,,13/11/2020,,,,,,,,,,,,,,,,,
376850,,13/11/2020,,,,,,,,,,,,,,,,,
376851,,13/11/2020,,,,,,,,,,,,,,,,,
376852,,13/11/2020,,,,,,,,,,,,,,,,,
376853,,13/11/2020,,,,,,,,,,,,,,,,,
376854,,13/11/2020,,,,,,,,,,,,,,,,,
376855,,13/11/2020,,,,,,,,,,,,,,,,,
376856,,13/11/2020,,,,,,,,,,,,,,,,,
376857,,13/11/2020,,,,,,,,,,,,,,,,,
376858,,13/11/2020,,,,,,,,,,,,,,,,,
376859,,13/11/2020,,,,,,,,,,,,,,,,,
376860,,13/11/2020,,,,,,,,,,,,,,,,,
376861,,13/11/2020,,,,,,,,,,,,,,,,,
376862,,13/11/2020,,,,,,,,,,,,,,,,,
376863,,13/11/2020,,,,,,,,,,,,,,,,,
376864,,13/11/2020,,,,,,,,,,,,,,,,,
376865,,13/11/2020,,,,,,,,,,,,,,,,,
376866,,13/11/2020,,,,,,,,,,,,,,,,,
376867,,13/11/2020,,,,,,,,,,,,,,,,,
376868,,13/11/2020,,,,,,,,,,,,,,,,,
376869,,13/11/2020,,,,,,,,,,,,,,,,,
376870,,13/11/2020,,,,,,,,,,,,,,,,,
376871,,13/11/2020,,,,,,,,,,,,,,,,,
376872,,13/11/2020,,,,,,,,,,,,,,,,,
376873,,13/11/2020,,,,,,,,,,,,,,,,,
376874,,13/11/2020,,,,,,,,,,,,,,,,,
376875,,13/11/2020,,,,,,,,,,,,,,,,,
376876,,13/11/2020,,,,,,,,,,,,,,,,,
376877,,13/11/2020,,,,,,,,,,,,,,,,,
376878,,13/11/2020,,,,,,,,,,,,,,,,,
376879,,13/11/2020,,,,,,,,,,,,,,,,,
376880,,13/11/2020,,,,,,,,,,,,,,,,,
376881,,13/11/2020,,,,,,,,,,,,,,,,,
376882,,13/11/2020,,,,,,,,,,,,,,,,,
376883,,13/11/2020,,,,,,,,,,,,,,,,,
376884,,13/11/2020,,,,,,,,,,,,,,,,,
376885,,13/11/2020,,,,,,,,,,,,,,,,,
376886,,13/11/2020,,,,,,,,,,,,,,,,,
376887,,13/11/2020,,,,,,,,,,,,,,,,,
376888,,13/11/2020,,,,,,,,,,,,,,,,,
376889,,13/11/2020,,,,,,,,,,,,,,,,,
376890,,13/11/2020,,,,,,,,,,,,,,,,,
376891,,13/11/2020,,,,,,,,,,,,,,,,,
376892,,13/11/2020,,,,,,,,,,,,,,,,,
376893,,13/11/2020,,,,,,,,,,,,,,,,,
376894,,13/11/2020,,,,,,,,,,,,,,,,,
376895,,13/11/2020,,,,,,,,,,,,,,,,,
376896,,13/11/2020,,,,,,,,,,,,,,,,,
376897,,13/11/2020,,,,,,,,,,,,,,,,,
376898,,13/11/2020,,,,,,,,,,,,,,,,,
376899,,13/11/2020,,,,,,,,,,,,,,,,,
376900,,13/11/2020,,,,,,,,,,,,,,,,,
376901,,13/11/2020,,,,,,,,,,,,,,,,,
376902,,13/11/2020,,,,,,,,,,,,,,,,,
376903,,13/11/2020,,,,,,,,,,,,,,,,,
376904,,13/11/2020,,,,,,,,,,,,,,,,,
376905,,13/11/2020,,,,,,,,,,,,,,,,,
376906,,13/11/2020,,,,,,,,,,,,,,,,,
376907,,13/11/2020,,,,,,,,,,,,,,,,,
376908,,13/11/2020,,,,,,,,,,,,,,,,,
376909,,13/11/2020,,,,,,,,,,,,,,,,,
376910,,13/11/2020,,,,,,,,,,,,,,,,,
376911,,13/11/2020,,,,,,,,,,,,,,,,,
376912,,13/11/2020,,,,,,,,,,,,,,,,,
376913,,13/11/2020,,,,,,,,,,,,,,,,,
376914,,13/11/2020,,,,,,,,,,,,,,,,,
376915,,13/11/2020,,,,,,,,,,,,,,,,,
376916,,13/11/2020,,,,,,,,,,,,,,,,,
376917,,13/11/2020,,,,,,,,,,,,,,,,,
376918,,13/11/2020,,,,,,,,,,,,,,,,,
376919,,13/11/2020,,,,,,,,,,,,,,,,,
376920,,13/11/2020,,,,,,,,,,,,,,,,,
376921,,13/11/2020,,,,,,,,,,,,,,,,,
376922,,13/11/2020,,,,,,,,,,,,,,,,,
376923,,13/11/2020,,,,,,,,,,,,,,,,,
376924,,13/11/2020,,,,,,,,,,,,,,,,,
376925,,13/11/2020,,,,,,,,,,,,,,,,,
376926,,13/11/2020,,,,,,,,,,,,,,,,,
376927,,13/11/2020,,,,,,,,,,,,,,,,,
376928,,13/11/2020,,,,,,,,,,,,,,,,,
376929,,13/11/2020,,,,,,,,,,,,,,,,,
376930,,13/11/2020,,,,,,,,,,,,,,,,,
376931,,13/11/2020,,,,,,,,,,,,,,,,,
376932,,13/11/2020,,,,,,,,,,,,,,,,,
376933,,13/11/2020,,,,,,,,,,,,,,,,,
376934,,13/11/2020,,,,,,,,,,,,,,,,,
376935,,13/11/2020,,,,,,,,,,,,,,,,,
376936,,13/11/2020,,,,,,,,,,,,,,,,,
376937,,13/11/2020,,,,,,,,,,,,,,,,,
376938,,13/11/2020,,,,,,,,,,,,,,,,,
376939,,13/11/2020,,,,,,,,,,,,,,,,,
376940,,13/11/2020,,,,,,,,,,,,,,,,,
376941,,13/11/2020,,,,,,,,,,,,,,,,,
376942,,13/11/2020,,,,,,,,,,,,,,,,,
376943,,13/11/2020,,,,,,,,,,,,,,,,,
376944,,13/11/2020,,,,,,,,,,,,,,,,,
376945,,13/11/2020,,,,,,,,,,,,,,,,,
376946,,13/11/2020,,,,,,,,,,,,,,,,,
376947,,13/11/2020,,,,,,,,,,,,,,,,,
376948,,13/11/2020,,,,,,,,,,,,,,,,,
376949,,13/11/2020,,,,,,,,,,,,,,,,,
376950,,13/11/2020,,,,,,,,,,,,,,,,,
376951,,13/11/2020,,,,,,,,,,,,,,,,,
376952,,13/11/2020,,,,,,,,,,,,,,,,,
376953,,13/11/2020,,,,,,,,,,,,,,,,,
376954,,13/11/2020,,,,,,,,,,,,,,,,,
376955,,13/11/2020,,,,,,,,,,,,,,,,,
376956,,13/11/2020,,,,,,,,,,,,,,,,,
376957,,13/11/2020,,,,,,,,,,,,,,,,,
376958,,13/11/2020,,,,,,,,,,,,,,,,,
376959,,13/11/2020,,,,,,,,,,,,,,,,,
376960,,13/11/2020,,,,,,,,,,,,,,,,,
376961,,13/11/2020,,,,,,,,,,,,,,,,,
376962,,13/11/2020,,,,,,,,,,,,,,,,,
376963,,13/11/2020,,,,,,,,,,,,,,,,,
376964,,13/11/2020,,,,,,,,,,,,,,,,,
376965,,13/11/2020,,,,,,,,,,,,,,,,,
376966,,13/11/2020,,,,,,,,,,,,,,,,,
376967,,13/11/2020,,,,,,,,,,,,,,,,,
376968,,13/11/2020,,,,,,,,,,,,,,,,,
376969,,13/11/2020,,,,,,,,,,,,,,,,,
376970,,13/11/2020,,,,,,,,,,,,,,,,,
376971,,13/11/2020,,,,,,,,,,,,,,,,,
376972,,13/11/2020,,,,,,,,,,,,,,,,,
376973,,13/11/2020,,,,,,,,,,,,,,,,,
376974,,13/11/2020,,,,,,,,,,,,,,,,,
376975,,13/11/2020,,,,,,,,,,,,,,,,,
376976,,13/11/2020,,,,,,,,,,,,,,,,,
376977,,13/11/2020,,,,,,,,,,,,,,,,,
376978,,13/11/2020,,,,,,,,,,,,,,,,,
376979,,13/11/2020,,,,,,,,,,,,,,,,,
376980,,13/11/2020,,,,,,,,,,,,,,,,,
376981,,13/11/2020,,,,,,,,,,,,,,,,,
376982,,13/11/2020,,,,,,,,,,,,,,,,,
376983,,13/11/2020,,,,,,,,,,,,,,,,,
376984,,13/11/2020,,,,,,,,,,,,,,,,,
376985,,13/11/2020,,,,,,,,,,,,,,,,,
376986,,13/11/2020,,,,,,,,,,,,,,,,,
376987,,13/11/2020,,,,,,,,,,,,,,,,,
376988,,13/11/2020,,,,,,,,,,,,,,,,,
376989,,13/11/2020,,,,,,,,,,,,,,,,,
376990,,13/11/2020,,,,,,,,,,,,,,,,,
376991,,13/11/2020,,,,,,,,,,,,,,,,,
376992,,13/11/2020,,,,,,,,,,,,,,,,,
376993,,13/11/2020,,,,,,,,,,,,,,,,,
376994,,13/11/2020,,,,,,,,,,,,,,,,,
376995,,13/11/2020,,,,,,,,,,,,,,,,,
376996,,13/11/2020,,,,,,,,,,,,,,,,,
376997,,13/11/2020,,,,,,,,,,,,,,,,,
376998,,13/11/2020,,,,,,,,,,,,,,,,,
376999,,13/11/2020,,,,,,,,,,,,,,,,,
377000,,13/11/2020,,,,,,,,,,,,,,,,,
377001,,13/11/2020,,,,,,,,,,,,,,,,,
